,ASIN,title,price,rating,review_count,product_type
1433,B07V9S3T1V,"Lenovo ThinkPad X1 Carbon 7th Gen 20QD000DUS 14"" Ultrabook - 1920 x 1080 - Core i5 i5-8365U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Tec",879.99,5.0,2,LAPTOP
1435,B08CZT64VP,"New Apple MacBook Pro (16-Inch, 16GB RAM, 512GB Storage, 2.6GHz Intel Core i7) - Silver (Renewed)",1833.99,4.5,87,LAPTOP
1436,B084T4T2BW,"Lenovo Chromebook 3 11 11.6"" Laptop Computer for Business Student, AMD A6-9220C up to 2.7GHz, 4GB LPDDR4 RAM, 32GB eMMC, 2x2 AC WiFi, Webcam, Remote Work, Chrome OS, iPuzzle Type-C HUB + 32GB SD Card",269.0,4.3,62,LAPTOP
1437,B08B9LJD9G,MSI WF65 10TH-1201 Mobile Workstation i7-10750H/P620/16G/512G/WIN10PRO,1233.99,4.3,7,LAPTOP
1438,B08D72R6T4,"Lenovo 11.6inch Chromebook, Intel Celeron N4020 Dual-Core Processor, 4GB RAM, 32GB eMMC SSD, WiFi, Bluetooth, Chrome OS(Renewed)",208.0,4.5,222,LAPTOP
1442,B072JWVKZR,HP EliteBook Folio 9480M 14in Intel Core i7-4600U 2.1GHz 8GB 128GB SSD Windows 10 Professional (Renewed),399.99,4.0,26,LAPTOP
1443,B00FAUGGPS,ASUS X102BA 10.1 inch Touchscreen Laptop (Pink),299.99,3.0,80,LAPTOP
1445,B086V26N9L,"Acer Spin 3 14"" FHD IPS Multi-Touch 2-in-1 Laptop | Intel Core i5-8265U Quad-Core | 8GB DDR4 RAM | 1TB HDD | Intel UHD Graphics 620 | HDMI | Windows 10",638.0,3.6,4,LAPTOP
1446,B08D7WD544,"Lenovo 11.6in Ideapad Chromebook, Intel Celeron N4020 Dual-Core Processor, 4GB RAM, 32GB eMMC SSD, WiFi, Bluetooth, Chrome OS (Renewed)",209.0,4.5,80,LAPTOP
1447,B07MMYWTG4,"HP 250 G7 Laptop (Windows 10 Pro, Intel i5-8265U, 15.6"" LCD Screen, Storage: 256 GB, RAM: 8 GB) Black",789.87,4.1,8,LAPTOP
1451,B07YPYJ4HK,"Lenovo ThinkPad P53s 20N6003UUS 15.6"" Mobile Workstation - 1920 x 1080 - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - NVIDIA Quadro P520 with 2 GB - in-Plane",1399.99,5.0,1,LAPTOP
1452,B07S31R54B,"HP EliteBook 840 G6 14"" Notebook - 1920 x 1080 - Core i7 i7-8665U - 16 GB RAM - 512 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology - English Keyboar",1801.0,3.6,4,LAPTOP
1453,B088P7DDP2,"Lenovo Yoga C740 14” FHD Touchscreen Laptop with Intel 10th gen i7-10510U Processor up to 4.9GHz, 16GB DDR4 Memory, 1TB SSD PCIe Storage, Mica Color (10th gen i7-10510U)",1149.99,5.0,2,LAPTOP
1454,B07VQD6RFC,"2019 Dell XPS 15 7590 Laptop 15.6"" Intel i7-9750H NVIDIA GTX 1650 512GB SSD 16GB RAM 4K UHD Non Touch (3840 x 2160) 400-Nits Windows 10 PRO",1776.63,4.4,5,LAPTOP
1456,B077R37YZP,"Acer Aspire 3 A315-51-51SL, 15.6"" HD Laptop (Intel Core i5-7200U 2.5GHz, 6GB DDR4 SDRAM, 1TB Hard Drive, Windows 10 64-Bit Home )",579.99,4.1,39,LAPTOP
1457,B086CCSK7B,"Lenovo ThinkBook 14-IIL 20SL0015US 14"" Notebook - 1920 x 1080 - Core i5 i5-1035G1 - 8 GB RAM - 256 GB SSD - Mineral Gray - Windows 10 Pro 64-bit - Intel UHD Graphics - in-Plane Switching (IPS) Te",729.99,5.0,1,LAPTOP
1458,B07QX9JKBN,"Razer Blade 15 Gaming Laptop 2019: Intel Core i7-9750H 6 Core, NVIDIA GeForce RTX 2080 Max-Q, 15.6"" 4K OLED Touch, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Creator Ready",3999.11,3.9,27,LAPTOP
1459,B07LDF5YX3,"Dell Inspiron 2-in-1 14"" Full HD Touch-Screen Chromebook - Intel Core i3, 4GB Memory, 128GB eMMC Solid State Drive Urban Gray Chrome OS",580.0,4.5,431,LAPTOP
1463,B079J4FGMV,"Lenovo 20L7002CUS Thinkpad T480s 20L7 14"" Notebook - Windows - Intel Core i5 1.7 GHz - 8 GB RAM - 256 GB SSD, Black",889.0,5.0,2,LAPTOP
1464,B07L38H5KG,"ASUS ZenBook 14 Ultra-Slim Laptop 14” Full HD NanoEdge Bezel, Intel Core I5-8265U, 8GB RAM, 256GB PCIe SSD, Backlit KB, Numberpad, Windows 10 Pro - UX433FA-XH54, Icicle Silver",999.0,3.9,16,LAPTOP
1465,B08CRZ7ZXF,"Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 Max-Q 8GB, 15.6"" FHD 240Hz 3ms IPS, 16GB Dual-Channel DDR4, 512GB NVMe SSD, 1TB HDD, WiFi 6, RGB KB, PH315-53-71VG",2060.29,4.3,7,LAPTOP
1467,B07RM4N2JR,"HP Elitebook 840 G3 14"" Laptop, core i7-6600U 2.6GHz, 8GB RAM, 256GB SSD, Webcam, USB-C, Windows 10 Pro 64Bit (Renewed)",499.0,5.0,1,LAPTOP
1468,B0756TR51D,"Acer Predator Triton 700 PT715-51-732Q Ultra-Thin Gaming Laptop, 15.6” FHD 120Hz G-SYNC, i7-7700HQ, Overclockable GeForce GTX 1080 8GB MAX-Q Design, 32GB DDR4, 512GB SSD (256GBx2), RGB Mech KB",2833.44,4.3,71,LAPTOP
1473,B07QCCRCRP,"Lenovo ThinkPad T590 15.6"" FHD (1920x1080) IPS 250nits Anti-Glare Display - Intel Core i7-8565U Processor, 16GB RAM, 1TB PCIe-NVMe SSD, Windows 10 Pro 64-bit",1310.99,4.8,9,LAPTOP
1474,B086MCT3ZP,"HP 15-cs3075wm Pavilion 15.6"" FHD i7-1065G7 1.3GHz 8GB RAM 512GB SSD Win 10 Home Lunar Gold",764.0,5.0,1,LAPTOP
1475,B078NDX42G,"2018 Premium High Performance RCA Galileo Pro 11.5"" Touchscreen Tablet Computer with Detachable Keyboard, Intel Quad-Core Processor 1GB Memory 32GB SSD Webcam WiFi Bluetooth Android 6.0, Blue",184.99,3.6,73,LAPTOP
1477,B07W68XYYY,"HP Probook 640 G5 14"" Notebook - 1920 X 1080 - Core i5 i5-8365U - 8 GB RAM - 16 GB Optane Memory - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technolog",1179.99,5.0,1,LAPTOP
1478,B07KQKGXJF,"Dell XPS 9570 15.6in UHD Touchscreen Laptop PC - Intel Core i7-8750H 2.2GHz, 32GB, 1TB SSD, Webcam, NVIDIA GTX 1050 Ti 4GB Graphics, Windows 10 Home (Renewed)",1599.66,3.5,7,LAPTOP
1479,B086PPBRC1,"ASUS 15.6"" FHD IPS 120Hz Gaming Laptop, Intel 6-Core i7-9750H, 8GB RAM, 1TB PCIe SSD Boot + 2TB HDD, NVIDIA GTX 1650 4GB, RGB Backlit Keyboard, Windows 10 Home, w/WOOV Accessory Bundle - Black",469.99,1.0,4,LAPTOP
1480,B07G46GHCZ,"HP 15.6"" FHD Touchscreen 2 in 1 Laptop Computer, AMD Quad-Core Ryzen 7 2700U up to 3.8GHz, 16GB DDR4, 256GB SSD, 2x2 802.11ac WiFi, Bluetooth 4.2, USB 3.1 Type C, HDMI, Backlit Keyboard, Windows 10",899.0,3.5,3,LAPTOP
1483,B08CNGW57G,"Acer C720-2844 11.6"" Intel Celeron 2955U Dual-Core 4GB 16GB SSD LED Chromebook (Renewed)",189.2,3.8,24,LAPTOP
1484,B07WM1ZFGZ,"ASUS TUF Gaming Laptop, 15.6” Full HD IPS-Type, AMD Ryzen 7 R7-3750H, GeForce GTX 1650, 8GB DDR4, 256GB PCIe SSD + 1TB HDD, Gigabit Wi-Fi 5, Windows 10 Home, TUF505DT-RB73",869.0,4.5,8,LAPTOP
1485,B07ZQMN5NV,"Latest_Lenovo 14"" IdeaPad Flex Pro UHD Multi-Touch 2-in-1 Laptop, Intel Core i7-8550U, 16GB DDR4, 512GB SSD, USB Type-A (USB 3.1 USB 3.2 Gen 1), Thunderbolt 3, Backlit Keyboard, Win 10 Pro, Platinum",1279.9,4.6,9,LAPTOP
1486,B07RC986LT,"Dell Inspiron 15 5584 Laptop, 15.6 Screen, Intel Core i5, 8GB Memory, 256GB Solid State Drive, Windows 10 Home, I5584-5868SLV-PU",728.88,4.5,10,LAPTOP
1488,B082RP62YT,"HDR Lenovo ThinkPad X1 Carbon (7th Gen) - Windows 10 Pro - Intel Quad Core i7-8665U, 1TB NVMe-PCIe SSD, 16GB RAM, 14"" HDR UHD 4K IPS (3840x2160) Non-Touch Display, Fingerprint Reader, Black",1599.99,3.0,1,LAPTOP
1489,B07V9Y1FYH,"Lenovo ThinkPad X1 Carbon 7th Gen 20QD0005US 14"" Touchscreen Ultrabook - 1920 x 1080 - Core i7 i7-8565U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switchi",1019.99,4.4,7,LAPTOP
1490,B00K6ZIFFG,"Lenovo Y50 15.6-Inch Touchscreen Gaming Laptop PC (Intel Core i7 2.4 GHz, 8GB DDR3 RAM, 1TB Hard Drive, Windows 8.1) - 59426255",799.99,3.0,164,LAPTOP
1491,B07Y5KXYDB,"Microsoft Surface Laptop 3 for Business Ultra-Thin 15” Touchscreen Laptop Black (Metal) - Intel 10th Gen Quad Core i7, 16GB RAM, 512GB SSD, Windows 10 Pro, 2019 Edition - Black(Metal)",2899.0,4.3,11,LAPTOP
1492,B08FLZP5WF,"[2020] AORUS 17X (YB) Extreme Gaming Laptop, Lightest+Coolest in Class, 17.3-inch 300Hz IPS, GeForce RTX 2080 Super Max-P, Intel i7-10875H, 32GB DDR4, 1TB NVMe SSD + 2TB 7200rpm HDD, Overclockable",3499.0,4.2,23,LAPTOP
1496,B07HYXVWYP,"Lenovo ThinkPad X1 Extreme 1st Gen 20MF000LUS 15.6"" Notebook - 1920 x 1080 - Core i7 i7-8750H - 16 GB RAM - 512 GB SSD",1957.84,4.5,10,LAPTOP
1497,B089J74GW2,"Dell Latitude 5400 14"" 5000 Series (Latest Model) Core i5-8265U (1.60Ghz-3.90Ghz) 8GB RAM 256GB SSD Full HD (1920X1080) WiFi AC Backlit Keyboard HD Webcam Windows 10 Pro (Renewed)",799.99,1.0,1,LAPTOP
1498,B073WQSB12,Samsung XE500C13-K03US Chromebook 3 - 11.6 HD - Celeron N3060 - 4GB - 16GB SSD,259.0,4.5,807,LAPTOP
1499,B089GVNT9Q,"Lenovo ThinkPad X13 Gen 1 20T2003YUS 13.3"" Notebook - 1920 x 1080 - Core i7 i7-10510U - 16 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics",1199.99,4.0,1,LAPTOP
1500,B07TXL2R52,"Lenovo ThinkPad X1 Carbon 7th Gen : 14-Inch fhd IPS Screen, 16GB RAM, 512GB Nvme SSD, Win 10 Pro, i7-8565U, Black",1459.0,4.0,17,LAPTOP
1502,B07ZMBSZ42,"Acer Chromebook 14 CB3-431-12K1 14"" Chromebook - 1366 x 768 - Atom x5 E8000-4 GB RAM - 32 GB Flash Memory - Sparkly Silver - Chrome OS - Intel HD Graphics - ComfyView - English (US) Keyboard -",314.99,4.5,251,LAPTOP
1503,B07C3717CV,Dell Inspiron 15 i5577-5858BLK-PUS Gaming Laptop | Intel Core i5-7300HQ | 8GB DDR4 2400 MHz | 1TB SATA HDD | Windows 10 Home,799.0,4.5,2,LAPTOP
1504,B084RFRZ99,"Dell Inspiron 5000 15.6 Inch FHD 1080P Touchscreen Laptop (Intel Core i7-1065G7 up to 3.9GHz, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Backlit KB, HDMI, WiFi, Bluetooth, Win10) (Renewed)",810.45,1.0,2,LAPTOP
1505,B07MHXFJS6,"2019 ASUS - 2-in-1 14"" Full HD Touch-Screen Laptop - 8th Gen Intel Core i5-8250U - 8GB Memory - 128GB Solid State Drive - Windows 10 - Light Gray",796.79,3.1,4,LAPTOP
1506,B079Q5Y4Q1,"Dell Latitude 7490 Intel Core i7-8650U 16GB DDR4 RAM, 512GB SSD 14"" FHD Windows 10 Pro Laptop",1476.23,4.5,7,LAPTOP
1510,B07Z599CM3,"Lenovo ThinkPad X1 Extreme Laptop (Intel i7-9750H 6-Core, 32GB RAM, 1TB m.2 SATA SSD, GTX 1650, 15.6"" Full HD (1920x1080), Fingerprint, WiFi, Bluetooth, Webcam, 2xUSB 3.0, 1xHDMI, Win 10 Pro)",2299.0,3.9,13,LAPTOP
1511,B086MP21NF,"Razer Blade 15 Studio Edition Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA Quadro RTX 5000, 15.6” 4K OLED Touch, 32GB RAM, 1TB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, Creator Ready",3799.99,4.5,12,LAPTOP
1512,B07W5DJQLS,"Lenovo ThinkPad P53 20QN002KUS 15.6-Inch Mobile Workstation 2.3 GHz Intel Core i9-9880H, 16 GB RAM, 512 GB SSD, NVIDIA Quadro RTX 4000, Windows 10 Pro, Black",2792.99,4.3,2,LAPTOP
1513,B07QS8TVWB,"AORUS 15-WA-F74ADW 15"" Thin Bezel LG 144Hz FHD IPS LCD, Intel i7-9750H, NVIDIA GeForce RTX 2060, Samsung 16GB RAM, Intel M.2 PCIe NVMe 512GB SSD, Win10, RGB KB, Ultra Slim Metal Chassis Gaming Laptop",1490.0,4.4,60,LAPTOP
1516,B086DSHM43,"MSI Modern 14 A10RAS-1030 14"" Ultra Thin and Light Professional Laptop Intel Core i7-10510U MX330 16GB DDR4 1TB NVMe SSD Win10Pro",1109.97,4.4,3,LAPTOP
1518,B08CL1XX4X,"HP - Spectre x360 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop Intel Core i7 16GB Memory GeForce GTX 1650 Ti 1TB SSD - Nightfall Black - 15-EB0053DX 9GB30UA#ABA",1947.0,5.0,2,LAPTOP
1522,B07Y8KL5D6,"Apple 2018 13.3in MacBook Air, Mac OS, Intel Core i5, 1.6 GHz, Intel UHD Graphics 617, 128 GB, Gold (Renewed)",849.0,4.6,236,LAPTOP
1523,B08LR1CGS8,"HP Chromebook 14A-NA0031WM 14"" 4GB 64GB Intel Pentium Silver N5000 X4 1.1GHz Chrome OS, Silver (Renewed)",259.99,5.0,1,LAPTOP
1524,B06XWFCKYX,"Lenovo Legion Y520 Gaming Laptop - Core i7-7700HQ, 16GB RAM, 2TB HDD + 256GB SSD, 1050Ti 4GB, 15.6"" Full HD",1271.99,4.0,85,LAPTOP
1525,B086T4Z4F8,"Dell XPS 13 7390 13.3"" Intel Core I7-10710U (6-CORE, UP to 4.70Ghz) 512GB PCIe SSD 16GB RAM FHD 1080P IPS WiFi 6 AX Windows 10 Professional",1299.99,5.0,1,LAPTOP
1527,B07LBBX6F1,"HP Stream 11 Pro G5 Black Notebook 11.6"" 1366 X 768 Pixels Intel Celeron N4000 4 GB DDR4-SDRAM 128 GB eMMC",377.32,5.0,1,LAPTOP
1528,B017XPP2XE,"Dell XPS 12 XPS9250-4554WLAN Touchscreen Laptop (Windows 10, Intel Core M 6Y54 1.1 GHz, 12.5"" LED-lit Screen, Storage: 256 GB, RAM: 8 GB) black",899.99,3.0,58,LAPTOP
1529,B07TB9KWQT,"Lenovo ThinkPad T490 20N20008US 14"" Notebook - 1366 X 768 - Core i5 I5-8265U - 8 GB RAM - 256 GB SSD - Glossy Black - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - Twisted Nematic (TN) - Engli",799.99,5.0,4,LAPTOP
1530,B089KKVPVZ,"Lenovo ThinkPad T15 Gen 1 20S60029US 15.6"" Notebook - 1920 x 1080 - Core i5 i5-10210U - 8 GB RAM - 256 GB SSD - Black - Windows 10 Pro 64-bit - Intel UHD Graphics - in-Plane Switching (IPS) Techn",1229.99,5.0,2,LAPTOP
1534,B00TCULFJ4,"Asus N550JX-DS71T 15.6-Inch Full HD Touchscreen Laptop (Intel Core i7-4720HQ, 8GB DDR3L RAM, 1TB HDD, Windows 8.1), Silver",1399.0,3.6,156,LAPTOP
1535,B082P5TQ92,"HP 15DY1078NR / 7PD87UA#ABA / 7PD87UA#ABA 15 I7, 8GB, 256GB SSD, Windows 10",669.0,5.0,1,LAPTOP
1537,B07S5HG8TT,"MSI GP75437 Leopard 17.3, I7, 16GB, 512GB SSD, Windows 10 Gaming Laptop",1370.0,2.4,4,LAPTOP
1538,B00SIJMTKO,"Dell XPS XPS9343-7273SLV 13.3 Inch QHD+ Touchscreen Laptop (Intel Core i7, 8 GB RAM, 256 GB SSD, Silver)",1349.0,4.1,73,LAPTOP
1539,B07VNMGCWZ,"Dell Latitude 14 7400 14"" Notebook - Intel Core i7-8665U - 16GB RAM - 512GB SSD",1898.95,3.8,6,LAPTOP
1540,B08JQNK6PG,"Razer Blade Stealth 13 Ultrabook Gaming Laptop: Intel Core i7-1065G7 4 Core, NVIDIA GeForce GTX 1650 Ti Max-Q, 13.3"" 1080p 60Hz, 16GB RAM, 512GB SSD Black (Renewed)",1359.22,5.0,1,LAPTOP
1541,B08G5CLT2N,"2020 Newest Lenovo Ideapad 3 Laptop, 15.6"" Full HD Display, 10th Gen Intel Core i3-1005G1 Dual-Core Processor, 8GB DDR4 Memory, 256GB PCIe SSD, HDMI, Wi-Fi, Bluetooth, Webcam, Windows 10 Home, Almond",500.0,5.0,1,LAPTOP
1542,B0845VHT41,"Lenovo ThinkBook 14 Laptop, 14"" Full HD 1920 x 1080 IPS Anti-Glare, 10th Gen Intel i5-10210U Quad Core, 8GB DDR4, 256GB PCIe SSD, Fingerprint Reader, Office 365 Personal, Win 10 Pro - Mineral Grey",729.0,2.0,1,LAPTOP
1547,B07WGKGNN7,Latitude E5470 Performance - Intel Quad Core 6th Gen i7-6820HQ - 16GB RAM - 256GB SSD - Full HD Notebook + Windows 10 Pro (Renewed),569.68,4.0,6,LAPTOP
1548,B0192FVK7K,"Lenovo IdeaPad G50 15.6"" Touch Laptop, Intel Core i5-5200U, 4GB Ram, 500GB HDD, Windows 10 Home",599.99,4.0,9,LAPTOP
1550,B07MY58NWN,"Lenovo Chromebook 2-in-1 Convertible Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 32GB eMMC, Chrome OS, Blizzard White (Renewed)",345.0,4.1,9,LAPTOP
1551,B08C2Q2BT4,"Lenovo ThinkPad T15 Gen 1 15.6"" FHD (1920x1080) IPS 250nits Anti-Glare Display - Intel Core i5-10210U Processor, 8GB RAM, 128GB PCIe-NVMe SSD, Windows 10 Pro 64-bit",1159.0,4.5,2,LAPTOP
1552,B083768XQP,"HP Chromebook 15.6"" FHD Touchscreen Intel i3-8130U 4GB DDR4 128GB eMMC Backlit Keyboard",567.15,4.1,20,LAPTOP
1556,B07VBHBRM1,"HP EliteBook 840 G6 14"" Notebook - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Windows 10 Pro - in-Plane Switching (IPS) Technology - English Keyboard - Intel Optane Memory Ready - 17.25 Hour Bat",1789.94,4.0,1,LAPTOP
1557,B07VBGRWKV,"Lenovo ThinkPad X1 Carbon 7th Gen 20QD000SUS 14-Inch UHD Ultrabook (Intel Core i7-8665U, 16 GB RAM, 1 TB SSD, Windows 10 Pro), Black",1379.99,3.0,7,LAPTOP
1558,B07QDKML8D,"Lenovo Legion Y540 15.6"" Full HD 60Hz Gaming Notebook Computer, Intel Core i7-9750H 2.6GHz, 16GB RAM, 256GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Windows 10 Home, Raven Black",1046.99,4.3,20,LAPTOP
1559,B06XTNZ75G,"Microsoft Surface Book 512GB with Performance Base (13.5 Inch Touchscreen, 2.6GHz Intel Core i7, 16GB RAM) Version",2499.11,3.4,40,LAPTOP
1561,B07VX9119Y,"Dell Latitude 14 7400 14"" Notebook - Intel Core i7-8665U - 16GB RAM - 256GB SSD",1185.99,1.9,3,LAPTOP
1562,B07QVRVP73,"Gigabyte AERO 15 Classic-WA-F74ADP 15"" Thin Bezel LG 144Hz FHD IPS LCD, i7-9750H, NVIDIA GeForce RTX 2060, Samsung 16GB RAM, M.2 PCIe 512GB Intel 760P SSD, Win10 Pro, 94Wh Ultra Slim Gaming Laptop",1760.0,4.2,74,LAPTOP
1566,B01N9AC26X,"Acer Chromebook R 13 Convertible CB5-312T-K40U, 13.3-inch Full HD IPS Touch, MediaTek MT8173C, 4GB LPDDR3, 64GB eMMC",409.0,4.3,59,LAPTOP
1567,B08BC7C17L,"Acer Chromebook 314 Laptop, 14"" FHD NonTouch Display, Intel Celeron N4000, Intel UHD Graphics 600, 4GB Memory, 64GB eMMC, Chrome OS, Gigabit WiFi, Bundled with TSBEAU 32GB Micro SD Card +Led Light",409.0,5.0,3,LAPTOP
1568,B07X6SFD57,"Lenovo ThinkPad T490s Business Laptop, 14.0"" FHD (1920 x 1080) IPS Touchscreen Notebook, Intel i7-8665U Processor, 8GB DDR4 RAM, 512GB PCIe SSD, Windows 10 Pro 64-bit",1299.99,5.0,1,LAPTOP
1570,B07Z3CJ7LT,"Dell Inspiron 15 5585 Laptop 15.6"" Anti-Glare LED Backlight Non-Touch Narrow Border IPS Display AMD Ryzen 7 3700U AMD Radeon RX 8 GB RAM 256 GB SSD",639.0,2.4,3,LAPTOP
1571,B072QT88DG,"MSI GL62M 7RD-1407 15.6"" Full HD Thin and Light Performance Gaming Laptop i5-7300HQ GTX 1050 2G 8GB 256GB SSD Win10 SteelSeries Keys,Black",1099.0,4.3,212,LAPTOP
1572,B07V4C11BJ,"Lenovo ThinkPad T490 20N20046US 14"" Notebook - 1920 x 1080 - Core i7 i7-8665U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) T",1015.0,3.8,7,LAPTOP
1576,B086SG169W,"Lenovo IdeaPad S340 Laptop, 15.6"" FHD Display, Intel Core i7-1065G7 Upto 3.9GHz, 8GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",689.9,1.0,2,LAPTOP
1578,B082GHR72W,"Dell XPS 15 7590 Laptop: Core i7-9750H, 32GB RAM, 1TB PCIe SSD, 15.6"" 4K OLED 400-nits Display (3840 X 2160), Nvidia GTX 1650",1944.99,5.0,2,LAPTOP
1579,B086Q99S3D,"HIDevolution ASUS ROG Zephyrus G14 GA401IV, Moonlight White 14"" FHD 120Hz, 3.0 GHz Ryzen 9 4900HS, RTX 2060 Max-Q, 16 GB 3200MHz RAM, 1 TB PCIe SSD",1399.0,4.3,63,LAPTOP
1580,B0167W1VAM,"Lenovo - IdeaPad 100s 11.6"" Laptop / Intel Atom Z3735F/ 2GB Memory / 32GB eMMC Flash Memory / Webcam / Windows 10- Red",471.0,3.5,273,LAPTOP
1581,B08GP4C2HP,"Acer Chromebook Spin 11.6"" HD Touch Screen 2-in-1 Convertible Laptop, Intel Celeron N3350 up to 2.4GHz, 4GB DDR4, 32GB eMMC, Webcam, Oline Class Ready, Google Chrome OS, TWE Micro 64GB SD Card",389.9,5.0,3,LAPTOP
1585,B07HS5TBZN,"MSI P65 Creator 8RF-442 15.6"" Professional Laptop - Intel Core i7-8750H, GTX1070, 16GB DDR4, 256GB NVMe SSD, Win 10 PRO",1842.84,3.7,38,LAPTOP
1587,B086DVLVQY,"MSI Creator 15M A10SE-421 15.6"" 144Hz FHD Creator Laptop Intel Core i7-10750H RTX2060 16GB 1TB NVMe SSD Win10PRO",1452.2,5.0,3,LAPTOP
1588,B0752GDGS6,"Lenovo Laptop Ideapad 320S 15.6-Inch (Intel Core i5-8250U, 8 GB DDR4, 1TB HDD, Windows 10 Home), 81BQ000EUS",649.99,3.9,23,LAPTOP
1589,B081W1B82D,"Lenovo ThinkPad T495s Laptop, 14.0"" FHD (1920 x 1080) Non-Touch, AMD Ryzen 5 PRO 3500U, 8GB RAM, 256GB SSD Opal2, Windows 10 Pro",869.0,5.0,1,LAPTOP
1593,B06XY2DKMC,"HP 11.6in 11-v020nr HD IPS Gorilla Glass Touchscreen Chromebook, Intel Celeron N3060 Dual-Core, 4GB DDR3, 16GB SSD, 802.11ac, Bluetooth, Chrome OS (Renewed)",230.0,4.3,169,LAPTOP
1595,B081FFBHT8,"HP Elitebook X360 1040 G6 14"" Touchscreen 2 in 1 Notebook - 1920 X 1080 - Core i5 i5-8365U - 16 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Tec",1184.4,5.0,1,LAPTOP
1596,B088YP9Y7J,MSI Cubi N 8GL-094US Intel Celeron N4000 Processor 4GB DDR4 64GB M.2 SSD Windows 10 Pro,319.0,5.0,2,LAPTOP
1597,B07RJH8NX2,"Alienware M15 15.6"" Gaming Notebook - 1920 x 1080 - Core i7 i7-8750H - 16 GB RAM - 512 GB SSD - Epic Silver - Windows 10 Home 64-bit - NVIDIA GeForce RTX 2070 with 8 GB - in-Plane Switching (IPS)",1878.0,4.0,74,LAPTOP
1598,B08B9XLFZL,"Dell Latitude 3410 14"" No Notebook - 1920 x 1280 - Core i5 i5-10310U 10th Gen 1.7GHz Hexa-core (6 Core) - 8GB RAM - 256GB SSD",897.0,1.0,1,LAPTOP
1599,B077QWM132,"Apple MacBook Pro 13in Core i5 Retina 2.7GHz (MF840LL/A), 8GB Memory, 256GB Solid State Drive (Renewed)",664.0,4.3,528,LAPTOP
1603,B0178JBNMO,"Lenovo ThinkPad E560 Laptop, Intel Core i5-6200U 2.3GHz, 500GB SATA, 4GB DDR3, 802.11ac, Bluetooth, Win7Pro, Black, 15.6""",729.0,3.4,52,LAPTOP
1604,B085B3BPKL,"MSI Creator 17 A10SE-256 17. 3"" FHD 144Hz 72%NTSC Thin Bezel, Close to 100%sRGB Creator Laptop Intel Core i7-10875H RTX2060 16GB 512GB NVMe SSD Win10PRO VR Ready",1750.52,4.4,7,LAPTOP
1606,B07NRQGC7Z,"Dell XPS 9380 Laptop, 13.3"" FHD (1920x1080), Intel Core 8th Gen i7-8565U, 8GB RAM, 256GB Solid State Drive, Windows 10 Home",1188.0,4.4,26,LAPTOP
1607,B07TKNLDN7,"Acer Predator Helios 300 Gaming Laptop PC, 15.6 inches Full HD 144Hz 3ms IPS Display, Intel i7-9750H, GTX 1660 Ti 6GB, 16GB DDR4, 256GB PCIe NVMe SSD, Backlit Keyboard, PH315 (Renewed)",1149.0,5.0,1,LAPTOP
1611,B073WQFXMP,"Dell Inspiron 2-in-1 15 I7579-5588GRY-PUS - 15.6"" FHD Touch - i5-7200U - 8GB - 256GB SSD - Silver",849.99,4.6,21,LAPTOP
1612,B07T1RZ8ZJ,"Dell Latitude 7400 14"" Touchscreen 2 in 1 Notebook - Intel Core i7-8665U - 16GB RAM - 512GB SSD (KW1TX)",1579.99,3.2,2,LAPTOP
1614,B07MSSZ34R,"MSI GS75 Stealth-202 17.3"" Razor Thin Bezel Gaming Laptop NVIDIA RTX 2080 8G Max-Q, 144Hz 3ms, Intel i7-8750H (6 cores), 16GB, 256GB NVMe, TB3, Per Key RGB, Win 10P, Matte Black with Gold Diamond cut",2527.46,4.2,19,LAPTOP
