name,ASIN,Brand,Best_Sellers_Rank,Best_Sellers_Ranking_Fields,Product_Dimensions_inches,Item_Weight_pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_model_number,Batteries,Voltage,Series,National_Stock_Number,Chipset_Brand,Batteries_Required,Wireless_Type,Standing_screen_display_size,Max_Screen_Resolution,Part_Number,Item_Package_Quantity,Color,Number_of_USB_2point0_Ports,Number_of_USB_3point0_Ports,Computer_Memory_Type,Average_Battery_Life_in_hours,Processor_Count
Binguowang Keyboard Case for Samsung Galaxy Tab A 10.1 (2019) Model SM-T510 / T515 Tablet - Folio PU Leather Stand Case Cover with Detachable Wireless Keyboard (Pink),B07TX5MG6M,,2386,Tablet,9.8 x 7.09 x 1.06,2.48,2019-02-16,,,,,,,,,,,,,,,,,,,
"Smart Keyboard Case for Samsung Tab S3 9.7 Inch, Folio PU Leather Stand Case Cover with Detachable Wireless Keyboard for Samsung Tab S3 9.7 Inch SM-T820 T825 (Black)",B07P2P8MLN,,6370,Tablet,9.8 x 7.09 x 1.06,1.15,2019-02-16,,,,,,,,,,,,,,,,,,,
AbleNet BigKeys LX Large Print Computer Keyboard USB Wired (BKLXBQ),B003SGEZZY,Ablenet,2198,Computer,17 x 7 x 2,2.0,2010-06-16,No,BKLXBQ,,,,,,,2.4 GHz Radio Frequency,,,,,Black,,,,,
"MOSISO Compatible with MacBook Air 13 inch Case (A1369 A1466, Older Version 2010-2017 Release), Plastic Watercolor Marble Hard Shell Case & Keyboard Cover & Screen Protector & Pouch, Blue",B082WCSBKN,,233,Laptop,13.4 x 9.2 x 1.1 ,2.048,2020-02-05,,,,,,,,,,,,,,,,,,,
"sunshot SD/TF Card Reader for iPhone/iPad, 4in1 USB OTG Camera Adapter with Charging and Slot Card, Compatible with iPhone/iPad, Support Camera, USB Flash Drive, Mouse, Keyboard, Hubs, MIDI etc.",B08PPJM1K8,,135,Computer,5.71 x 2.17 x 0.71 ,0.1856,2020-12-04,,,,,,,,,,,,,,,,,,,
"MOSISO Compatible with MacBook Pro 13 inch Case 2019 2018 2017 2016 Release A2159 A1989 A1706 A1708, Protective Plastic Hard Shell Case & Keyboard Cover & Water Repellent Storage Bag, Marsala Red",B07JG4DLHJ,MOSISO,2485,Laptop,12 x 8.5 x 0.6,1.536,2018-10-15,No,,,,,,,,,13 Inches,,,,Marsala Red,,,,,
"Dierya White PBT Double Shot Pudding Keycaps, 104 Keys Mechanical Keycaps Set - OEM Profile - Compatible with 60% TKL Full-Size Stand US Layout Mechanical Gaming Keyboard",B088W8YW4S,,8200,Video,14.2 x 5.5 x 1.3 ,1.7919999999999998,2019-12-05,,,,,,,,,,,,,,,,,,,
"Mouse Pad, My Hero Academia Mouse Mat with Stitched Edges Waterproof Keyboard Pad Non-Slip Rubber Base Mousepad for Laptop, Computer & PC 8.3 x 10.3 in",B08GLBJYPS,Opx,82536,Office,10.28 x 8.27 x 0.43 ,0.848,2020-08-25,,MD04SBD-{id},,,,,,,,,,,,My Hero Academia6,,,,,
"MOSISO Compatible with MacBook Air 13 inch Case (A1369 A1466, Older Version 2010-2017 Release), Plastic Camellia Hard Shell Case&Carrying Sleeve Bag&Keyboard Cover&Webcam Cover&Screen Protector, Black",B08HSYCNN5,,4368,Laptop,12.8 x 9.06 x 0.79 ,1.328,2020-09-11,,,,,,,,,,,,,,,,,,,
"Keyboard Cover Skin for 2020 Lenovo Chromebook Flex 5 2-in-1 13"" FHD Touch Laptop,Flex 5 Chromebook Cover, Chromebook Flex 5 Keyboard Cover -GradualBlue",B08ML6BSLR,,3128,Computer,13.7 x 6 x 0.1 ,0.1696,2020-11-03,,,,,,,,,,,,,,,,,,,
"CF-VEK201LM Panasonic Detachable Keyboard Base for Toughbook 20, CF-20, Backlit Keyboard (Renewed)",B08HR3YHZZ,,5066,Computer,11 x 9 x 1,2.25,2020-09-09,,,,,,,,,,,,,,,,,,,
New Keyboard Replacement for Dell SG-63310-XUA SN7232BL 383D7 0383D7 Precision 3510 M3510 7510 M7510 7710 M7710 Latitude E5550 with Backlit No Frame Black,B083BFPRC6,,1138,Laptop,15.16 x 5.51 x 0.94 ,1.344,2019-12-30,,,,,,,,,,,,,,,,,,,
"USB Female to PS/2 Male Adapter Converter,YOUCHENG for USB Computer Keyboard and Mouse (5-Pack )",B089F8WNT3,,1655,Computer,5.43 x 3.07 x 0.47 ,0.2256,2020-05-29,,,,,,,,,,,,,,,,,,,
"2PCS Matte Anti-Glare Screen Protector & Keyboard Cover for 13.3” Samsung Galaxy Book Ion/Galaxy Book S 13.3 Screen Filter Accessories, Help for Your Eyes Reduce Fatigue",B08Q79CC73,,29957,Computers,14 x 10 x 0.2 ,0.512,2020-12-10,,,,,,,,,,,,,,,,,,,
"CiSoo Matte Black Hard Cover for New MacBook Air 13 Inch Case 2020 Release Model A2179 A2337 M1 with Touch ID,Plastic Hard Case for Air 13"" with Keyboard Cover and Screen Protector, M1-Black",B08NSZY76R,,1186,Laptop,12.2 x 8.5 x 0.39,1.4240000000000002,2020-11-18,,A2337/A2179,,,,,,,,,,,,,,,,,
"New Keyboard Replacement for HP Elitebook 725 G3, 820 G3, 6037B0113601 826630-001 826630-B31 with Backlit Frame",B083BL8P56,,3403,Laptop,13.2 x 5.5 x 0.9 ,2.048,2019-12-31,,,,,,,,,,,,,,,,,,,
"Max Keyboard Translucent Cherry MX Keycap Set for ESC, W,A,S,D or E,S,D,F and Arrow Keys (Clear Translucent - Blank/No Print)",B015S5EIGS,,42236,Electronics,4 x 2.5 x 0.7,0.06752,2015-09-23,No,,,,,,,,,,,,,,,,,,
"2 Pack Screen Keyboard Protector Cover Suede Liner Cleaning Cloth, Compatible with MacBook Pro 13 Air 13, Surface Book 13"", Dell Insprion 13, HP Envy 13, HP Spectre 13, and Most 13"" Laptop",B083NQ8Y8F,,51858,Computers,5.35 x 3.9 x 0.98 ,0.2816,2020-01-09,,,,,,,,,,,,,,,,,,,
"2 Pack Keyboard Cover Skin for Lenovo IdeaPad Flex 5 15IIL, 2020 Flagship Lenovo IdeaPad 5 15 Laptop 15.6"" Keyboard Protector Accessories(Pink+Clear)",B08H7ZPRR8,,6667,Computer,14 x 6 x 0.06 ,0.2304,2020-09-02,,,,,,,,,,,,,,,,,,,
"Keyboard Cover Design for 2020 Lenovo Chromebook Flex 5 2-in-1 13"" FHD Touch Laptop,Flex 5 Chromebook Cover,Lenovo Flex 5 Protective Skin -Gold",B08P5J2WSY,,6607,Computer,13.7 x 6 x 0.1 ,0.1696,2020-11-26,,,,,,,,,,,,,,,,,,,
"Gaming Keyboard and Mouse for PS4/Xbox One/Xbox Series X/S/Nintendo Switch/PC, GameSir VX2 AimSwitch Wireless Keyboard and Mouse Adapter with RGB Backlit, Controller Adapter for Computer and Consoles",B082W1TBQ8,,13599,Video,10.24 x 7.17 x 2.2,2.5,2020-03-02,No,VX2,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
"Letar Mechanical Gaming Keyboard RGB LED Rainbow Backlit Wired Keyboard, 87 Keys, Blue.",B08DD4VGVL,,76782,Video,12.6 x 3.94 x 3.15,0.056319999999999995,,,,,,,,,,,,,,,,,,,,
Suitable for Romer-G Switch Logitech G310 G413 G613 G810 K840 G910 Mechanical Keyboard Performance Game keycap (Sliver 11 Keys),B08R3ZKCWQ,,0,,1.97 x 1.97 x 1.18 ,0.5632,2020-12-21,,,,,,,,,,,,,,,,,,,
2 Pcs 1.25u R1 Backlit Novelty Keycaps Set Portal Laser Carving Ctrl Win Alt FN Key Cap OEM Profile for Cherry MX Switchs Gaming Mechanical Keyboards (2pcs 1.25),B08HDHWY6D,,49933,Video,8 x 3.7 x 0.8,0.05072,2020-09-02,,,,,,,,,,,,,,,,,,,
"Lapogy[2 PCS] TrackPad Protector for Acer Aspire 5 Slim Laptop 15.6 inch A515-43 A515-54 A515-54G, Aspire 5 Accessories,Keyboard Track pad Cover & Protective Film Skin,Clear",B08DNVLM8B,,1865,Computer,6.8 x 4.8 x 0.2 ,0.0256,2020-07-27,,,,,,,,,,,,,,,,,,,
"Keyboard Cover Design for Lenovo Thinkpad 15.6"" E531 E540 E555 E560 E565 E570 E575 | Lenovo Thinkpad 15.6"" W540 W541 W550 L560 L570 T550 T560 P50 P50s P70 P71 (with Numeric Keypad) -MintGreen",B07PVR3DG3,,5439,Computer,15.3 x 4.9 x 0.1 ,0.152,2019-03-11,,,,,,,,,,,,,,,,,,,
"BIFANS 2.4G Mini Wireless Keyboard with Touchpad Mouse, Upgraded Multi Backlit, Portable Wireless Keyboard with USB Receiver Remote Control, Best for Android Smart TV Box HTPC Pad Xbox Windows Mac",B075SBX1CX,BIFANS,582,Computer,8 x 7 x 0.8,0.976,,No,C11,1 Nonstandard Battery batteries required.,,,,,,,,,,,,,,,,
"Mangotek iPad Pro Keyboard Case, 10.5 inch iPad Pro Air Wireless Smart Connector Keyboard. Slim Combo Lightweight Folio PU Leather Cover for iPad Pro Air (2019) 10.5""",B07NWPKYSF,,2800,Tablet,10.5 x 7.4 x 0.67,1.5,2019-02-19,,MKB02,,,,,,,,,,,,,,,,,
Logitech M325 Wireless Mouse with Designed-For-Web Scrolling - Into the Deep,B00CBB6TPQ,Logitech,2573,Computer,6.02 x 3.58 x 8.46,0.9440000000000001,,No,910-003683,1 AA batteries required. (included),,,,,,,,,,,Into The Deep,,,,,
"Lapogy Keyboard Cover Skin for Acer Aspire 5 Slim Laptop 15.6 inch A515-43 A515-54 A515-54G, Acer Aspire 5 Ultra Thin TPU Keyboard Protector, Aspire 5 Accessories(Clear)",B083GV6SKR,,3411,Computer,11 x 4 x 0.1,0.2752,2020-01-04,,,,,,,,,,,,,,,,,,,
"Targus Full-Size Wireless Keyboard for PC or Mac with USB Dongle, Black (AKB214TT)",B06XZ8JK4B,Targus,681,Internal,1 x 1 x 1,1.27,2017-04-01,No,AKB214TT,2 AAA batteries required. (included),,AKB214TT,,,,2.4 GHz Radio Frequency,,,,,Black,,,,,
"XSKN Magic Keyboard Adobe Illustrator Shortcut Keyboard Cover, Durable AI Hotkeys Silicone Keyboard Skin for Apple Magic Keyboard MLA22LL/A MLA22B/A (Not fit for Other Models)",B072LVHSM2,,68732,Computers,10.91 x 4.13 x 0.01,0.1024,2017-03-17,No,,,,,,,,,,,,,,,,,,
"Individual Replacement Key Cap Keyboard Replacement Key Space Bar Key & Hinges for MacBook Pro Retina 12""/13""/15"" A1534 2017 A1706 A1707 A1708 2016 2017",B083J3G3ZR,,121,Laptop,4.3 x 3.1 x 0.6,0.12960000000000002,2020-01-05,,,,,,,,,,,,,,,,,,,
Hebrew Keyboard Stickers Transparent Background RED Letters for PC Computer Laptop Keyboards,B002QL52E0,Online-Welcome,4446,Computer,,0.022559999999999997,2009-09-26,No,hebrew_tr_red_15,,,,,,,,,,,,Red,,,,,
A4tech X7 G800V Wired Silent Gaming keyboard with wide palm rest - quiet for pc gaming - one handed macro access - non rgb mechanical,B00H6FUSH2,A4tech,20130,Video,21 x 10.3 x 1.5 ,2.9,,No,8541648984,,,,,,,,,,,,Black and Silver,,,,,
"Monitor Stand Computer TV Riser with 2 Drawers & Desktop Organizer Laptop Printer Stand with Keyboard Storage Space for Home & Office,White",B07SPKVF67,,29270,Office,22 x 10.6 x 5,8.83,2019-06-05,,LYa15,,,,,,,,,,,,,,,,,
"MOSISO Compatible with MacBook Pro 13 inch Case 2016-2020 Release A2338 M1 A2289 A2251 A2159 A1989 A1706 A1708, Plastic Pattern Hard Shell Case & Keyboard Cover Skin & Screen Protector, Black Marble",B07689BK6T,MOSISO,511,Laptop,12 x 8.5 x 0.6,0.5632,2018-03-14,No,,,,,,,,,13 Inches,,,,Black Marble,,,,,
Laptop Keyboard for Acer Aspire 5755 5755G 5830 5830G 5830T 5830TG ES1-512 ES1-520 ES1-521 ES1-531 ES1-571 ES1-711 ES1-711G ES1-731 ES1-731G Notebook PC,B078LS93Z2,,966,Laptop,14.61 x 6.57 x 1.3 ,1.632,2016-06-30,No,43235-125915,,,,,,,,,,,,,,,,,
"CLEAN SCREEN WIZARD Microfiber Screen Keyboard Imprints Protection, X Large Lint free Keyboard Protectors Cloths Cover Liners and Cleaning for MacBook Pro 15, Laptops 15 in, Pack of 4",B07CRXFR29,,14810,Computers,13.7 x 0.02 x 8.62,0.12960000000000002,2018-11-22,No,MBP15B,,,,,,,,,,,,,,,,,
Docooler HXSJ V100 Single Handed Gaming Keyboard 35 Keys LED Backlight + Wired Gaming Mouse Combo with Breathing Light Compatible with Laptop Desktop,B07RP868CM,,26126,Video,13.07 x 7.32 x 1.81 ,1.1,2019-05-10,,,,,,,,,,,,,,,,,,,
Okbyte Notebook Keyboard for HP Pavilion 13-s 13-s000 13-s100 13-s120nr 13-s120wm 13-s122nr 13-s123cl 13-s128nr 13-s161nr 13-s167nr 13-s168nr 13-s178nr x360 US keypad No Frame No Backlit,B07MQJGJQ5,,2288,Laptop,14.61 x 6.57 x 1.34 ,1.3119999999999998,2016-06-21,No,,,,,,,,,,,,,,,,,,
"4Pcs DIY Universal PVC Keyboard Trackpad Protector Cover for Laptop 11.6 13.3 14 15.6 17.3 inch,Track pad Cover Compatible with hp chromebook Pavilion Envy X360 Lenovo Acer Dell ASUS Samsung etc",B08HS6LDGR,,1658,Computer,6 x 4 x 0.3 ,0.0256,2020-09-10,,,,,,,,,,,,,,,,,,,
Attack on Titan Ultra Thin Silicone Laptop Keyboard Cover Skin Protector Keypad Dust-Proof Membrane for Apple MacBook(13.3inch),B08PVXBD3H,,10736,Computer,0.1 x 0.1 x 0.1 ,0.00064,2020-12-07,,,,,,,,,,,,,,,,,,,
"for G610 Logitech Keyboard keycaps, 104-key Spare keycaps for Mechanical Gaming Keyboards",B08DV534HX,,3267,Computer,6.89 x 4.53 x 3.74 ,0.72,2020-07-29,,,,,,,,,,,,,,,,,,,
"Fellowes Photo Gel Mouse Pad and Wrist Rest with Microban Protection, Pink Flowers (9179001)",B004TLJUPC,Fellowes,28840,Office,0.88 x 7.88 x 9.25,1.696,2011-03-24,No,9179001,,,,,,,,,,,,Blue/Pink,,,,,
Fully Covered Flat Style Universal 0.025mm Wipeable Superb Tactile Feeling Waterproof Anti-Dust Keyboard Cap Cover for Laptop 13.3 Inch Hospital/Dentist Use [3 Pack],B07HKBPLYH,,2183,Computer,5.12 x 3.74 x 0.2,0.056319999999999995,2018-09-24,No,,,,,,,,,,,,,,,,,,
"Desk Mat, Multifunctional Desk Pad for Keyboard and Mouse, with Cute Coasters and Mandala Stickers with Stitched Edges Non Slip Base Laptop Mouse pad for Office and Home, Dandelion on Wood",B08KGDB23D,Sindgan,191824,Office,31.5 x 11.8 x 0.08,1.76,2020-09-30,,,,,,,,,,,,,,Dandelion on Wood,,,,,
"Mouse pad Large Gaming Mouse Pad Cat Anime Mouse Pad for Girls,Computer Mousepad Keyboard Mat with Stitched Edge(31.5x11.8inch) (Cat)",B08CKH7HYP,Litaymo,60598,Office,12.48 x 2.48 x 2.13 ,1.7919999999999998,2020-07-07,,Litaymo-c,,,,,,,,,,,,A,,,,,
Compucessory Comp Gel Keyboard Wrist Rest Pad (CCS23717),B001AJJEIY,Compucessory,216936,Office,23.23 x 3.07 x 1.42,0.8,2006-06-13,No,CCS23717,,,,,,,,,,,,Black,,,,,
"Anime Mouse pad Large Gaming Mouse Pad Desk Pad Keyboard Mat with Stitched Edges,for Work & Gaming, Office & Home 31.5x11.8inch (Black)",B08CGFG24R,Loogecy,13603,Office,12.8 x 2.76 x 2.01 ,1.808,2020-07-07,,,,,,,,,,,,,,Black,,,,,
ASL Sign Language Keyboard Cover for MacBook Pro Retina 2008-2015 & iMac Wireless Keyboard by Editors Keys,B07WNJTBGR,,6698,Computer,12.99 x 5.31 x 0.04,0.2544,2019-08-19,,,,,,,,,,,,,,,,,,,
Mouse Pads Keyboards Mice Mats Pad Dangerous Magical Game Ouija Board Gaming Anti-Slip Mousepad with Stitched Edge Cute Funny Novel for Working Game Office Study PC Computers Table,B08JLQH7DV,,146988,Office,15.71 x 11.42 x 1.1 ,1.08,2020-09-21,,,,,,,,,,,,,,,,,,,
"Keychron K6 Hot Swappable Wireless Bluetooth 5.1/Wired Mechanical Gaming Keyboard, 65% Compact 68-Key RGB LED Backlit N-Key Rollover, Aluminum Frame for Mac Windows Gateron Brown Switch",B083LFTLLT,,3234,Video,15.35 x 5.43 x 2.05 ,2.25,2020-06-18,,,,,,,,,,,,,,,,,,,
"MoKo Keyboard Case for New iPad 10.2 2020/2019 (10.2 inch) with Apple Pencil Holder, Wireless Keyboard Cover Case for Apple New iPad 8th Generation 2020 & iPad 7th Generation 10.2"" 2019 - Black",B07X94LR5J,,2887,Tablet,9.48 x 6.88 x 0.62,1.2,2019-08-30,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
GinTai Keyboard Connecting Ribbon Cable Replacement for Dell Precision M4700 M6700 PCTDW 0PCTDW,B07VML2TFG,,3981,Laptop,3.07 x 1.97 x 0.98 ,0.0768,2019-07-24,,,,,,,,,,,,,,,,,,,
LnarrCase Surface Pro Case for Microsoft Surface Pro 7 / Pro 6 / Pro 5 / Pro 4 12.3 Inch Tablet Multiple Angle Viewing Compatible with Type Cover Keyboard -Grey,B08725G2N2,,15301,Tablet,12.52 x 9.33 x 1.1 ,2.384,2020-04-13,,,,,,,,,,,,,,,,,,,
"Keyboard Cleaning Gel Car Cleaning Gel Car Cleaner Gel Detailing Putty Dust Cleaning Tool for PC Tablet Laptop,Car Vents,Car Interiors,Home,Printers,Electronics Remove Dust,Pet Hair",B082MXQ9TW,,31,Computer,2.64 x 2.6 x 2.44 ,1.1840000000000002,,,,,,,,,,,,,,,,,,,,
French Language Keyboard Cover Silicone Skin for Macbook Pro 13 15 17 Inch,B00HRRJDC0,XSKN,5039,Computer,12.9 x 7 x 0.3,0.07344,,No,8541658764,,,,,,,,,,,,Black,,,,,
"Thermaltake Level 20 RGB Titanium Aluminum Gaming Keyboard Cherry MX Blue Switches, 16.8M Color RGB, 32 Color Zone Options, Alexa Voice Control & Razer Chroma Sync Compatible, KB-LVT-BLSRUS-01",B07NGNWR9P,Thermaltake,59565,Video,21.25 x 10.4 x 2.75 ,3.31,,,KB-LVT-BLSRUS-01,,,,,,,,,,,,Titanium,,,,,
Pesp Ultra-Thin Intelligent Smart Adjustable Blue LED Backlight Multimedia Wireless Gaming Keyboard with USB Receiver for PC Laptop,B00PI5YPIA,Cdycam,3629,Computer,16.5 x 5.8 x 0.8,1.6,,No,BC82033,,,,,,,,,,,,Blue,,,,,
Non-Backlit US English Keyboard with Frame Replacement Compatible with Dell Inspiron 15 3000 Series 3541 3542 3543 3558 3559|15-3541 15-3542 15-3543-3558 15-3559 Black with White Characters Print,B08S71268N,,0,,15.16 x 5.91 x 0.98 ,0.672,2021-01-06,,15 3000 Serial,,,,,,,,,,,,,,,,,
"TAPDRA 37 Keys PBT Keycaps for Mechanical Keyboard, Replacement Double-Shot Backlit Keycap Set.with Keycap Puller (Rainbow Gradient)",B077RSWLLT,,2643,Computer,10 x 4.75 x 0.5,0.384,2017-11-26,No,,,,,,,,,,,,,,,,,,
"cimetech Gaming Mouse Pad XXL Comfortable Superfine Fiber Desktop Extended Large Mouse Pad Waterproof Keyboard Mat with Non-Slip Base, Smooth Surface for Computer and Desk (25.3✖12.4✖0.04inches)-Black",B07ZNV9B8Z,Cimetech,1753,Office,25.39 x 12.4 x 0.04,1.1840000000000002,2019-10-30,,,,,,,,,,,,,,XXL Black,,,,,
"MOSISO Full Protection Kit Compatible with MacBook Pro 13 inch with Touch Bar A2159 A1989 A1706 2019-2016,Keyboard Cover & Touch Bar Protector & Dust Plug & Webcam Anti-Spy Cover & Trackpad Protect",B07KPF8RRQ,MOSISO,951,Computer,12.6 x 5.1 x 0.3 ,0.2528,,No,,,,,,,,,,,,,,,,,,
New Keyboard Replacement for ASUS G75 G75V G75VX G75VW G75VM G75J 0KNB0-9414UI00 0KNB0-9410US00 0KN0-MB1US11 0KN0-MB2US11 V126262BK1 V126262BS1 0KN0-MB1US31,B082W3J837,,5033,Laptop,17.32 x 5.87 x 1.3 ,2.24,2019-12-18,,,,,,,,,,,,,,,,,,,
nago0 Bluetooth Keyboard - Universal Lightweight Ultra-Slim Wireless​ 3.0 Bluetooth Keyboard Compatible with iPad Galaxy Tabs iOS & Android Windows Tablets Desktop Laptop,B07Z7Q455P,,4336,Computer,12.6 x 3.94 x 3.15,0.056319999999999995,,,,,,,,,,,,,,,,,,,,
Notebook Keyboard for HP Star Wars 15-an 15-an000 15-an067nr 15-an097nr 15-an098nr US keypad Backlight No Frame,B07LBLVC6W,Okbyte,2440,Laptop,14.65 x 6.69 x 1.26 ,1.456,,No,,,,,,,,,,,,,,,,,,
"SZYAN Computer Arm Rest for Desk, Adjustable Ergonomic Wrist Rest Support for Keyboard Armrest Extender Rotating Mouse Pad Holder for Table, Office, Chair, Desk, Red",B07ZHMCNR2,SZYAN,7708,Office,11.9 x 5.9 x 2.1 ,1.92,2019-10-23,,,,,,,,,,,,,,Red,,,,,
"Mektron Plastic Hard Shell Cover for MacBook Pro 13 inch 2020 Case M1 A2338 A2289 A2251 with Touch Bar & Touch ID, 4 in 1 Laptop Case, Keyboard Skin, Screen Protector, Webcam Cover, Cute Owl",B08B8M58D4,,4291,Laptop,12.2 x 8.5 x 0.8,1.504,2020-06-16,,A2338/A2251/A2289,,,,,,,,,,,,,,,,,
PBT Five Sides Dye-subbed Spacebar 6.25U Cherry Profile keycap for DIY Mechanical Keyboard (KIT 4),B07PDC7KTD,,1210,Computer,4.5 x 0.75 x 0.3 ,0.12960000000000002,2019-03-04,,,,,,,,,,,,,,,,,,,
"Wireless Numeric Keypad 18Keys Portable Financial Accounting Number Keyboard Numpad with 2.4G Mini USB Receiver for Laptop Notebook, Desktop, Surface Pro, PC",B0886HNTQY,,245,Numeric,5.86 x 3.74 x 1.02 ,0.5632,2020-05-06,,,,,,,,,,,,,,,,,,,
"Leze Ultra Thin Transparent Keyboard Protector Cover Skin for HP ProBook 450 G1/G2, ProBook 650 G2 Laptop - Semi Black",B01GC5E8ZE,,5824,Computer,6.5 x 2.76 x 0.04,0.0017599999999999998,2016-05-30,No,,,,,,,,,,,,,,,,,,
"Bluetooth Keyboard, 8inch Ultra-Slim Wireless Bluetooth Keyboard with Touchpad for Tablet, Mobile Phone, PC, Compatible for Windows for Android for iOS",B08DRLHG19,,1126,Computer,7.87 x 4.96 x 0.24,1.056,2020-07-28,,,,,,,,,,,,,,,,,,,
kwmobile Keyboard Cover Compatible with Logitech K400 Plus (Wireless Touch) - Protective Skin Computer Keyboard Dust Cover Case,B08G8HP87Z,,0,,10.63 x 7.87 x 0.19,0.11856,2020-09-01,,53192.19_m000516,,,,,,,,,,,,,,,,,
"PC Computer Cable Storage Organizers Keyboard and Mouse Desk Pad, No Unpleasant Smell, Desktop Writing Mat Desk Pad for Gaming Work from School Home Office Decor (Blue / Yellow 31.5"" x 15.7"")",B07XB2CVVJ,,230092,Office,31.5 x 15.7 x 0.1,1.3,2019-09-04,,,,,,,,,,,,,,,,,,,
"Spanish/German Keyboard Stickers for Laptop, MacBook Air/Pro, Desktop PC Computer, Mac (Keyboard Decals: red Letters on Transparent Background, Keyboard Cover Alternative for German or Spanish)",B004GTBBLI,Latkey,2493,Computer,2.95 x 0.03 x 7.48,0.03952,2016-01-10,No,,,,,,,,,,,,,Clear Orange,,,,,
"Leze - Ultra Thin Keyboard Skin Cover for Dell Latitude E5550 E5570,Precision M7510 M5520 M7710 M7720 M7520 15.6"" Laptop US Layout - TPU",B01M0QS6M2,,1233,Computer,11 x 0.3 x 8.5,0.00192,2016-09-13,No,8541659511,,,,,,,,,,,,,,,,,
"Koolertron Single-Handed Programmable Mechanical Keyboard with Cherry MX Red Switch,All 48 Programmable Keys Tools Keypad,8 Macro Keys, PBT Keycaps.[SMKD72-A]",B076LYKPX4,,35542,Video,9.6 x 6.9 x 1.7 ,1.35,2017-10-19,No,AE-SMKD7,,,,,,,,,,,,,,,,,
"Heart Beat Trackpad Keyboard for MacBook Laptop Computer Die-Cut Vinyl Decal Sticker (4.0"" X 2.8"", Black)",B01AFXP4I4,,11248,Computers,4 x 2.7 x 0.1,0.0512,2016-01-11,No,6449542,,,,,,,,,,,,,,,,,
"jvomk MacBook Air 13 inch Case 2020 2019 2018 Release A2179 A1932 with Retina Display, Funny Plastic Hard Shell Case & Keyboard Cover for MacBook Air 13 with Touch ID (Cycling Moon)",B08DQZZNGB,,11292,Laptop,12 x 8.5 x 0.6,1.4240000000000002,2020-07-28,,,,,,,,,,,,,,,,,,,
"Azulle Byte3 Fanless Mini Desktop PC 2GB/64GB with Logitech Keyboard – Business & Home Computer with Wifi, Ethernet Port, Windows 10 Pro",B0817GN4FY,AZULLE,56181,Computers,16 x 8 x 6 ,3.84,2019-11-08,,A-5088-B3-K,,,A-5088-B3-K,,,,,1,,,,2GB/64GB/Apollo Lake J3355/Keyboard Bundle,1,2,,,
"New iPad 10.2 inch (2019), iPad 7th Generation Case 10.2 inch, Protective Leather Case, Adjustable Stand Auto Wake/Sleep Smart Case for iPad 10.2 inch (2019), African Cute Girl in Hat",B08CMG9ZMX,,9151,Tablet,10.2 x 7.1 x 1 ,0.16,2020-07-09,,,,,,,,,,,,,,,,,,,
RGB LED Gaming Mouse Pad with Stitched Edges Extended Large Extra Soft Mousepad with 14 Lighting Modes Non-Slip Rubber Base Keyboard Mat for Laptop Computer Gamer PC Office & Home - 31.5 X 12 Inch,B08P21M2FT,,242249,Office,17.8 x 2.36 x 2.36 ,1.1,2020-11-23,,,,,,,,,,,,,,,,,,,
"Hallsen Metal Keycaps Mechanical Gaming Keyboard Keycaps (WASD+1-6+DIR.+ESC) for FPS & MOBA, Custom 60% Keycaps Kit with Key Puller for Cherry Mx Switches Mechanical Keyboard (Silver)",B08P2QB13Z,,28342,Video,5.35 x 4.72 x 0.75 ,0.672,2020-11-24,,,,,,,,,,,,,,,,,,,
"USB LED Light - 28 Super Bright LED Reading Lamp,USB Keyboard Light,USB Reading Lamp,USB Lamp Reading Lamp Laptop Light with Switch Flexible Neck",B088STYKVW,Lykan,0,,9.25 x 3.94 x 0.39 ,0.256,2020-05-19,,,,,,,,,,,,,,,,,,,
Animal Mousepad Funny Personalized Sleeping Panda Baby Scene Picture Design Anti Slip with Stitched Edges Mousepad Cute Desk Pad Keyboard Mat for Work & Gaming & Gift,B08HQQCC6W,Johmsee,244610,Office,9.33 x 7.87 x 0.16 ,0.512,2020-09-07,,N005-FTB016-ZT06-120544951,,,,,,,,,,,,Sleeping Panda Baby,,,,,
Novelty Allover dye subbed Keycaps spacebar pbt Custom Mechanical Keyboard Luo Tianyi ルオ・テンイ (Spacebar Luo Tianyi),B0872J3NWY,,450,Computer,3.94 x 1.18 x 1.18,0.056479999999999995,2020-04-13,,,,,,,,,,,,,,,,,,,
"XSKN Adobe After Effects Shortcut Design Keyboard Skin Cover for Touch Bar Models MacBook Pro 13"" 15"" (Model A1706, A1989, A1707 A1990), fit US EU Layout Both",B01MT7ARUG,,5921,Computer,8.54 x 0.04 x 3.58,0.0768,2017-01-09,No,,,,,,,,,,,,,,,,,,
"Tomcrazy Case for iPad Air 10.5"" (3rd Gen) 2019/iPad Pro 10.5"" 2017, Cartoon Business Folding Stand Folio Cover Leather Case for iPad with Auto Wake/Sleep (for iPad Air 10.5"" 2019, Keyboard)",B07QJ2KZ6F,,0,,10.04 x 7.28 x 0.79,1.392,2019-04-08,,,,,,,,,,,,,,,,,,,
